id_centro,contexto,mean,sd,is_significant
2425,Quintil 5,0.003559886723497275,0.21075559513710537,0
2427,Quintil 4,-0.09562887215780894,0.22121510777633924,0
2429,Quintil 5,-0.07813702307003736,0.24258329464873868,0
2431,Quintil 3,0.1956323336482024,0.23941672658435173,0
2434,Quintil 2,-0.06556249333130908,0.2850155887182026,0
2445,Quintil 5,0.05730344720633839,0.20349418115004467,0
2449,Quintil 3,-0.04784141798436535,0.2814772969665978,0
2456,Quintil 4,0.0969614927561122,0.23918800575257404,0
2460,Quintil 4,-0.06787259308434526,0.2699484197313536,0
2466,Quintil 4,0.008296639593919585,0.19916173303115506,0
2479,Quintil 4,-0.10340191632573144,0.23951566041280853,0
2481,Quintil 3,-0.20562976377297576,0.2578815331345518,0
2490,Quintil 2,0.1754880900316851,0.26758031836667007,0
2493,Quintil 3,0.02272007558350934,0.241324602881868,0
2504,Quintil 4,0.18189728122259843,0.23410441830700982,0
2507,Quintil 2,-0.08889413272426097,0.24691749691841874,0
2509,Quintil 5,0.00450083997423031,0.23731059871248428,0
2517,Quintil 1,-0.1079785734043864,0.2734822161299764,0
2528,Quintil 4,0.13987996149231513,0.2724541049541142,0
2540,Quintil 4,-0.12935720732638004,0.2749878056664807,0
2551,Quintil 3,-0.09069244659638485,0.2629926284655337,0
2587,Quintil 1,-0.08930408888416834,0.23316813657837535,0
2599,Quintil 1,-0.20520122345111505,0.27092030708309395,0
2604,Quintil 5,-0.032795560115787735,0.2861989927717753,0
2609,Quintil 1,0.01966065768636291,0.2516950765619901,0
2616,Quintil 1,0.07683775118698198,0.24863302739797308,0
2637,Quintil 3,0.10440570090561405,0.28397943854116886,0
2656,Quintil 3,-0.03204246293066961,0.2887978915077525,0
2665,Quintil 5,0.14945733111542653,0.20662711848673077,0
2666,Quintil 5,-0.060447737797941686,0.24714176320000208,0
2669,Quintil 5,-0.22736133244318163,0.23027237342811474,0
2672,Quintil 3,0.1037693179257465,0.25887415336310154,0
2673,Quintil 4,0.19040290491042391,0.21277268469443888,0
2675,Quintil 3,0.19760901475600365,0.26589632504813904,0
2678,Quintil 4,-0.1822659975520165,0.2549364931977488,0
2682,Quintil 4,0.039469321915711626,0.2918536237663421,0
2696,Quintil 5,-0.08212105464118453,0.27860056986081405,0
2715,Quintil 1,-0.0032621822558510905,0.26191395117549615,0
2720,Quintil 4,-0.09600100406149552,0.2662016453391172,0
2724,Quintil 5,0.05269867055807341,0.23999963124475165,0
2727,Quintil 1,-0.0014063827367393306,0.28487831969188687,0
2739,Quintil 5,0.13851562619892074,0.27081283879880347,0
2740,Quintil 5,0.04720557034841084,0.2005174880794116,0
2742,Quintil 5,-0.03527643766847374,0.2279249433650369,0
2749,Quintil 5,0.16323984348792459,0.24215041416155175,0
2762,Quintil 3,-0.06623349985874218,0.28467734079255985,0
2763,Quintil 3,0.09377505172525318,0.26233584460976683,0
2783,Quintil 3,-0.03731768967207276,0.2765446334517114,0
2784,Quintil 5,-0.36302878248161435,0.2249547701374264,-1
2792,Quintil 4,0.076319209376857,0.2311520709425631,0
2827,Quintil 1,0.1046048464970404,0.23804994272552787,0
2838,Quintil 3,-0.028584703403019832,0.2867804966835242,0
2845,Quintil 4,0.03913742532055006,0.27427711663918947,0
2852,Quintil 4,0.023786828722833536,0.24150651323408093,0
2855,Quintil 4,-0.09039602465305725,0.27103233615706407,0
2858,Quintil 3,-0.041110009285894276,0.23975324537307888,0
2863,Quintil 5,-0.08372263478892128,0.2833118587642152,0
2909,Quintil 4,-0.03249470805810902,0.2873571925487436,0
2921,Quintil 2,-0.05508072956546461,0.2269694836497597,0
2930,Quintil 3,0.018759980288965344,0.2661853880894177,0
2932,Quintil 3,0.11636720075002728,0.2377044823077672,0
2956,Quintil 3,-0.16793654531516045,0.22920903830137832,0
2961,Quintil 2,0.058825098954628674,0.2714643854818847,0
2962,Quintil 3,0.017353326620175774,0.2749099138715083,0
2972,Quintil 2,-0.1366865150099317,0.27236187274721785,0
2976,Quintil 2,-0.026067612484098193,0.2842428544683747,0
2982,Quintil 1,-0.05233045050634356,0.28789724318538024,0
2984,Quintil 3,0.05223922209845827,0.279146808848162,0
2985,Quintil 5,0.2553820089451676,0.2421771164367446,1
2988,Quintil 4,-0.12068671862077403,0.21176479824802155,0
2989,Quintil 5,0.09831761252365892,0.23035860795101665,0
3024,Quintil 4,-0.046855910396941716,0.2782520736524384,0
3028,Quintil 4,0.20827784816701544,0.23653566679927754,0
3036,Quintil 3,-0.05894644194771157,0.27416835614995383,0
3045,Quintil 4,0.1345195128785221,0.21744975070112377,0
3052,Quintil 2,-0.009347044459439735,0.2695221009360826,0
6650,Quintil 2,0.10684482403893722,0.2773756194164669,0
